imdb_movie_Id,user_Id,rating
114709,1,8
114709,5,8
114709,7,9
114709,15,5
114709,17,9
114709,18,7
114709,19,8
114709,21,7
114709,27,6
114709,31,10
114709,32,6
114709,33,6
114709,40,10
114709,43,10
114709,44,6
114709,45,8
114709,46,10
114709,50,6
114709,54,6
114709,57,10
114709,63,10
114709,64,8
114709,66,8
114709,68,5
114709,71,10
114709,73,9
114709,76,1
114709,78,8
114709,82,5
114709,86,8
114709,89,6
114709,90,6
114709,91,8
114709,93,6
114709,96,10
114709,98,9
114709,103,8
114709,107,8
114709,112,6
114709,119,7
114709,121,8
114709,124,8
114709,130,6
114709,132,4
114709,134,6
114709,135,8
114709,137,8
114709,140,6
114709,141,8
114709,144,7
114709,145,10
114709,151,10
114709,153,4
114709,155,6
114709,156,8
114709,159,9
114709,160,8
114709,161,8
114709,166,10
114709,167,7
114709,169,9
114709,171,10
114709,177,10
114709,178,8
114709,179,8
114709,182,8
114709,185,8
114709,186,8
114709,191,8
114709,193,4
114709,200,7
114709,201,10
114709,202,8
114709,206,10
114709,213,7
114709,214,6
114709,216,6
114709,217,8
114709,219,7
114709,220,10
114709,223,7
114709,226,7
114709,229,10
114709,232,7
114709,233,6
114709,234,10
114709,239,8
114709,240,10
114709,247,10
114709,249,8
114709,252,9
114709,254,9
114709,263,8
114709,264,8
114709,266,4
114709,269,10
114709,270,10
114709,273,10
114709,274,8
114709,275,10
114709,276,8
114709,277,8
114709,279,6
114709,280,9
114709,282,9
114709,283,6
114709,288,9
114709,290,8
114709,291,8
114709,292,8
114709,293,6
114709,298,4
114709,304,10
114709,307,8
114709,314,6
114709,322,7
114709,323,7
114709,328,10
114709,330,8
114709,332,8
114709,334,7
114709,336,8
114709,337,8
114709,339,8
114709,341,10
114709,347,10
114709,350,8
114709,353,10
114709,357,10
114709,359,8
114709,364,10
114709,367,10
114709,372,6
114709,373,6
114709,378,9
114709,380,10
114709,381,7
114709,382,9
114709,385,8
114709,389,10
114709,391,6
114709,396,10
114709,399,8
114709,401,7
114709,411,10
114709,412,4
114709,414,8
114709,420,8
114709,422,8
114709,432,5
114709,434,8
114709,436,8
114709,438,9
114709,443,8
114709,448,10
114709,451,10
114709,453,10
114709,456,10
114709,460,9
114709,462,3
114709,468,8
114709,469,8
114709,470,8
114709,471,10
114709,474,8
114709,476,8
114709,477,8
114709,480,6
114709,483,8
114709,484,9
114709,488,9
114709,490,7
114709,492,8
114709,500,8
114709,504,8
114709,509,8
114709,514,8
114709,517,8
114709,522,6
114709,524,8
114709,525,8
114709,528,5
114709,529,6
114709,533,10
114709,534,8
114709,541,6
114709,544,6
114709,550,8
114709,555,8
114709,559,10
114709,560,6
114709,561,8
114709,562,9
114709,567,7
114709,570,8
114709,572,8
114709,573,10
114709,579,8
114709,580,6
114709,584,10
114709,587,10
114709,590,8
114709,596,8
114709,597,8
114709,599,6
114709,600,5
114709,601,8
114709,603,8
114709,604,6
114709,605,8
114709,606,5
114709,607,8
114709,608,5
114709,609,6
114709,610,10
113497,6,8
113497,8,8
113497,18,6
113497,19,6
113497,20,6
113497,21,7
113497,27,8
113497,51,9
113497,62,8
113497,68,5
113497,82,6
113497,91,6
113497,93,10
113497,94,8
113497,103,8
113497,104,6
113497,107,10
113497,112,3
113497,117,6
113497,122,8
113497,125,8
113497,135,6
113497,140,7
113497,144,6
113497,149,2
113497,153,4
113497,160,8
113497,169,8
113497,177,7
113497,186,8
113497,202,8
113497,217,4
113497,219,5
113497,221,7
113497,222,5
113497,226,6
113497,230,5
113497,232,8
113497,240,10
113497,249,8
113497,259,4
113497,274,7
113497,276,8
113497,284,8
113497,288,4
113497,294,6
113497,298,1
113497,299,6
113497,304,8
113497,305,7
113497,307,5
113497,308,6
113497,318,7
113497,321,10
113497,322,6
113497,323,8
113497,330,3
113497,347,6
113497,353,8
113497,357,6
113497,359,7
113497,373,6
113497,380,10
113497,381,8
113497,395,6
113497,411,8
113497,414,6
113497,425,6
113497,426,9
113497,432,8
113497,434,5
113497,436,8
113497,446,6
113497,447,10
113497,448,6
113497,458,8
113497,470,6
113497,474,6
113497,475,9
113497,476,8
113497,477,8
113497,480,6
113497,482,9
113497,483,8
113497,484,5
113497,489,5
113497,497,5
113497,501,6
113497,512,6
113497,517,6
113497,523,9
113497,525,7
113497,527,8
113497,534,9
113497,559,8
113497,561,8
113497,563,5
113497,566,8
113497,570,7
113497,573,9
113497,586,8
113497,590,5
113497,592,8
113497,594,8
113497,599,5
113497,600,8
113497,602,8
113497,604,10
113497,605,7
113497,608,4
113228,1,8
113228,6,10
113228,19,6
113228,32,6
113228,42,8
113228,43,10
113228,44,6
113228,51,8
113228,58,6
113228,64,7
113228,68,4
113228,91,6
113228,100,7
113228,102,10
113228,116,7
113228,117,6
113228,150,6
113228,151,6
113228,169,10
113228,179,8
113228,217,2
113228,226,7
113228,240,8
113228,269,8
113228,270,6
113228,288,8
113228,289,5
113228,294,2
113228,302,6
113228,307,7
113228,308,1
113228,321,6
113228,330,6
113228,337,8
113228,368,6
113228,410,8
113228,414,8
113228,448,6
113228,456,6
113228,470,6
113228,477,6
113228,480,5
113228,492,8
113228,501,10
113228,544,6
113228,552,2
113228,555,10
113228,588,6
113228,590,6
113228,594,8
113228,599,3
113228,608,4
114885,6,6
114885,14,6
114885,84,6
114885,162,6
114885,262,2
114885,411,4
114885,600,3
113041,6,10
113041,31,6
113041,43,10
113041,45,6
113041,58,8
113041,66,8
113041,68,4
113041,84,6
113041,103,8
113041,107,8
113041,111,7
113041,117,6
113041,120,8
113041,121,6
113041,147,9
113041,150,6
113041,169,10
113041,170,6
113041,181,6
113041,200,8
113041,229,6
113041,269,6
113041,270,6
113041,276,6
113041,288,4
113041,321,6
113041,337,8
113041,353,6
113041,389,8
113041,402,6
113041,414,4
113041,437,4
113041,448,6
113041,451,6
113041,456,6
113041,458,6
113041,470,6
113041,474,3
113041,483,5
113041,489,4
113041,490,1
113041,492,6
113041,501,6
113041,509,3
113041,521,6
113041,561,6
113041,590,4
113041,600,5
113041,604,6
113277,1,8
113277,6,8
113277,11,10
113277,18,8
113277,23,8
113277,24,9
113277,28,7
113277,32,6
113277,44,6
113277,45,8
113277,57,6
113277,62,9
113277,64,9
113277,68,8
113277,79,8
113277,82,7
113277,84,8
113277,91,10
113277,102,6
113277,105,8
113277,109,6
113277,112,9
113277,117,6
113277,121,10
113277,140,10
113277,150,8
113277,160,4
113277,166,7
113277,181,6
113277,182,9
113277,191,8
113277,195,8
113277,199,8
113277,202,10
113277,217,4
113277,219,7
113277,220,7
113277,239,10
113277,244,10
113277,266,8
113277,269,10
113277,270,6
113277,274,8
113277,282,8
113277,286,9
113277,294,6
113277,297,10
113277,305,7
113277,308,2
113277,312,8
113277,313,6
113277,314,6
113277,317,10
113277,318,8
113277,325,8
113277,336,8
113277,337,10
113277,339,8
113277,353,8
113277,362,8
113277,368,8
113277,372,10
113277,373,10
113277,380,10
113277,385,6
113277,386,6
113277,389,10
113277,391,8
113277,400,10
113277,414,6
113277,425,8
113277,434,8
113277,437,10
113277,438,10
113277,444,8
113277,451,8
113277,469,6
113277,470,6
113277,474,6
113277,480,8
113277,486,10
113277,492,6
113277,493,8
113277,501,6
113277,521,8
113277,524,8
113277,532,10
113277,553,10
113277,559,10
113277,561,8
113277,573,9
113277,577,8
113277,580,8
113277,588,10
113277,590,7
113277,592,6
113277,597,6
113277,599,9
113277,602,6
113277,603,8
113277,604,6
113277,610,10
114319,6,8
114319,14,6
114319,19,4
114319,31,8
114319,32,8
114319,33,2
114319,42,6
114319,43,10
114319,45,6
114319,51,8
114319,58,10
114319,68,4
114319,71,6
114319,84,6
114319,90,8
114319,95,6
114319,117,8
114319,150,6
114319,169,9
114319,177,2
114319,179,6
114319,181,6
114319,188,8
114319,199,6
114319,206,8
114319,257,2
114319,262,6
114319,270,6
114319,276,8
114319,280,9
114319,286,7
114319,304,8
114319,314,8
114319,337,6
114319,350,6
114319,411,6
114319,414,6
114319,451,6
114319,470,6
114319,474,6
114319,489,8
114319,492,6
114319,498,8
114319,501,8
114319,510,2
114319,513,6
114319,521,6
114319,529,4
114319,541,8
114319,566,8
114319,597,2
114319,599,5
114319,600,7
114319,606,5
112302,6,6
112302,20,2
112302,43,10
112302,274,6
112302,372,4
112302,414,6
112302,436,6
112302,501,6
114576,151,8
114576,179,6
114576,217,6
114576,269,4
114576,270,6
114576,337,10
114576,353,6
114576,364,6
114576,389,6
114576,402,6
114576,428,4
114576,437,6
114576,456,8
114576,464,5
114576,492,10
114576,599,3
113189,6,6
113189,8,4
113189,11,6
113189,19,4
113189,21,10
113189,26,6
113189,31,8
113189,34,10
113189,42,10
113189,43,8
113189,46,6
113189,56,8
113189,57,6
113189,59,6
113189,63,6
113189,68,9
113189,81,2
113189,82,7
113189,84,6
113189,91,7
113189,93,8
113189,94,6
113189,99,8
113189,104,6
113189,117,6
113189,119,8
113189,136,10
113189,144,6
113189,160,2
113189,166,9
113189,170,6
113189,173,6
113189,174,6
113189,176,10
113189,178,8
113189,181,4
113189,182,7
113189,186,8
113189,192,10
113189,195,8
113189,200,9
113189,202,8
113189,208,4
113189,217,8
113189,219,9
113189,220,8
113189,226,8
113189,229,8
113189,232,6
113189,235,4
113189,240,6
113189,243,10
113189,244,10
113189,248,7
113189,262,4
113189,274,8
113189,282,7
113189,284,8
113189,288,6
113189,292,7
113189,294,6
113189,301,8
113189,304,8
113189,307,5
113189,313,8
113189,314,6
113189,322,8
113189,331,6
113189,334,7
113189,340,8
113189,347,8
113189,349,8
113189,353,6
113189,354,7
113189,361,7
113189,368,6
113189,372,6
113189,376,9
113189,380,10
113189,385,6
113189,386,6
113189,387,7
113189,391,6
113189,395,6
113189,408,9
113189,411,6
113189,414,6
113189,419,7
113189,425,6
113189,434,7
113189,438,8
113189,441,9
113189,446,6
113189,447,6
113189,448,8
113189,452,8
113189,453,4
113189,458,8
113189,462,6
113189,469,4
113189,470,6
113189,476,6
113189,480,8
113189,483,4
113189,485,8
113189,486,8
113189,489,5
113189,498,6
113189,501,8
113189,517,1
113189,520,8
113189,522,9
113189,524,8
113189,531,8
113189,534,8
113189,541,8
113189,557,9
113189,559,6
113189,566,6
113189,569,8
113189,570,7
113189,573,9
113189,580,7
113189,584,10
113189,588,6
113189,590,7
113189,592,6
113189,597,6
113189,599,7
113189,602,6
113189,608,8
113189,609,8
112346,6,8
112346,8,8
112346,33,4
112346,35,8
112346,38,10
112346,42,10
112346,43,8
112346,45,6
112346,56,8
112346,57,6
112346,68,9
112346,84,8
112346,89,5
112346,94,6
112346,100,8
112346,107,10
112346,109,8
112346,113,6
112346,117,8
112346,121,8
112346,140,8
112346,156,6
112346,169,8
112346,174,10
112346,177,6
112346,181,10
112346,199,8
112346,201,8
112346,202,8
112346,235,8
112346,239,10
112346,263,8
112346,290,8
112346,304,10
112346,314,10
112346,322,8
112346,345,5
112346,347,8
112346,353,8
112346,357,7
112346,372,8
112346,373,4
112346,387,5
112346,404,8
112346,410,6
112346,411,8
112346,414,10
112346,438,8
112346,446,8
112346,455,8
112346,469,6
112346,474,5
112346,476,6
112346,489,3
112346,500,2
112346,501,6
112346,514,8
112346,530,8
112346,541,8
112346,566,10
112346,570,7
112346,579,6
112346,587,8
112346,590,6
112346,594,10
112346,597,6
112346,599,5
112346,602,6
112346,606,5
112346,607,6
112896,19,2
112896,44,2
112896,120,6
112896,151,6
112896,217,6
112896,273,2
112896,274,7
112896,276,8
112896,288,4
112896,294,2
112896,337,6
112896,350,6
112896,351,10
112896,380,8
112896,448,4
112896,492,6
112896,524,2
112896,571,2
112896,599,3
112453,6,6
112453,19,6
112453,20,8
112453,288,4
112453,304,8
112453,328,6
112453,476,6
112453,509,6
113987,84,8
113987,90,10
113987,109,8
113987,182,8
113987,206,8
113987,270,10
113987,302,8
113987,337,6
113987,372,8
113987,385,6
113987,437,6
113987,470,8
113987,474,6
113987,492,6
113987,521,8
113987,544,6
113987,602,10
113987,604,8
112760,6,8
112760,19,4
112760,93,8
112760,136,10
112760,284,8
112760,314,4
112760,414,4
112760,501,2
112760,541,6
112760,559,6
112760,592,8
112760,599,3
112760,606,7
112641,6,8
112641,18,9
112641,28,5
112641,42,10
112641,61,8
