Date,SPY
2007-01-11,
2007-01-12,0.0075970805403184904
2007-01-16,-0.001954747209063523
2007-01-17,0.0004196768121311756
2007-01-18,-0.0033562507801355723
2007-01-19,0.0019644591956728963
2007-01-22,-0.0030808148609039465
2007-01-23,0.0029498383568675735
2007-01-24,0.008053179102524233
2007-01-25,-0.01174020170351231
2007-01-26,-0.0009137495049116318
2007-01-29,-0.0005628790345854062
2007-01-30,0.005209362790369099
2007-01-31,0.0067232092377789154
2007-02-01,0.0059826156521740614
2007-02-02,0.001383009464193119
2007-02-05,0.0002762792662975855
2007-02-06,0.0002760994017492191
2007-02-07,0.0022086272496972814
2007-02-08,-0.001308470427936692
2007-02-09,-0.00744726224114578
2007-02-12,-0.0034042308822531675
2007-02-13,0.008435043745591564
2007-02-14,0.006567101989019886
2007-02-15,0.0013048691621120323
2007-02-16,-0.00048015774046317183
2007-02-20,0.002127201046516314
2007-02-21,-0.0004108258208422866
2007-02-22,-0.000753534751432694
2007-02-23,-0.003907534239649291
2007-02-26,-0.0008947350124970388
2007-02-27,-0.039057643301751654
2007-02-28,0.010250845878136294
2007-03-01,-0.0029801888942121435
2007-03-02,-0.013095132485059224
2007-03-05,-0.009518944393436812
2007-03-06,0.017109507807374857
2007-03-07,-0.001002140322164613
2007-03-08,0.008455195019420936
2007-03-09,0.0002841693802697609
2007-03-12,0.0014917317906784078
2007-03-13,-0.01943403718582737
2007-03-14,0.00745026401446669
2007-03-15,0.0013641728989386426
2007-03-16,-0.0027891445989163266
2007-03-19,0.012055136158630742
2007-03-20,0.005492182713812799
2007-03-21,0.016457345417767222
2007-03-22,-0.0007676739854400871
2007-03-23,0.001466727268243373
2007-03-26,-0.0013250714926080764
2007-03-27,-0.002374273792757009
2007-03-28,-0.00727981235279429
2007-03-29,0.0010576363883552098
2007-03-30,0.00021130520383683127
2007-04-02,0.001126788732394246
2007-04-03,0.010762506731499588
2007-04-04,0.001113536069127452
2007-04-05,0.0027111503909147405
2007-04-09,0.0013865570789464154
2007-04-10,0.0011769523514686409
2007-04-11,-0.004079918373003921
2007-04-12,0.004443827122793342
2007-04-13,0.004562442843565773
2007-04-16,0.009496214791676838
2007-04-17,0.0026584799452997743
2007-04-18,0.0012237949887494715
2007-04-19,-0.0002716642827007565
2007-04-20,0.009441004127990427
2007-04-23,-0.003767978864485877
2007-04-24,0.0004052208618832154
2007-04-25,0.00918175159268686
